seed,inv_epsilon,epsilon,checkpoint,filter,errors,trajectories,p_hat,ci95_low,ci95_high,epsilon_log_inv_epsilon,normalized_error,action_0_count,action_1_count,action_2_count,action_3_count
2026072303,40.0,0.025,1000,time_varying_alf_sqrt_epsilon,3130,20000,0.1565,0.1515306293432544,0.16160129942728946,0.09222198635284841,1.696992292068173,5003303,5001557,4998091,4997049
2026072303,40.0,0.025,1000,invalid_alf_epsilon_squared,15737,20000,0.78685,0.7811194620064874,0.7924703669081254,0.09222198635284841,8.532130255679503,5003303,5001557,4998091,4997049
2026072303,40.0,0.025,1000,wrong_action_control,16147,20000,0.80735,0.8018254494425702,0.8127565059937424,0.09222198635284841,8.754419980838591,5003303,5001557,4998091,4997049
2026072303,40.0,0.025,1000,action_conditioned_lof_bayes,2672,20000,0.1336,0.12895513942615813,0.1383855845957553,0.09222198635284841,1.448678403963629,5003303,5001557,4998091,4997049
2026072303,50.0,0.02,900,time_varying_alf_sqrt_epsilon,2477,20000,0.12385,0.11935679064107915,0.12848767808392836,0.07824046010856292,1.58294058889929,4500163,4501638,4499557,4498642
2026072303,50.0,0.02,900,invalid_alf_epsilon_squared,15353,20000,0.76765,0.7617458363421871,0.7734513667569801,0.07824046010856292,9.81141980677061,4500163,4501638,4499557,4498642
2026072303,50.0,0.02,900,wrong_action_control,16184,20000,0.8092,0.8036951654726007,0.8145860794303043,0.07824046010856292,10.342474965985511,4500163,4501638,4499557,4498642
2026072303,50.0,0.02,900,action_conditioned_lof_bayes,2186,20000,0.1093,0.10505056165498668,0.11369949531925345,0.07824046010856292,1.3969754248420863,4500163,4501638,4499557,4498642
2026072303,50.0,0.02,950,time_varying_alf_sqrt_epsilon,2510,20000,0.1255,0.12098050363844744,0.13016333136757488,0.07824046010856292,1.6040294219367048,4750777,4751555,4749682,4747986
2026072303,50.0,0.02,950,invalid_alf_epsilon_squared,15507,20000,0.77535,0.7695133444522074,0.7810809012916956,0.07824046010856292,9.909834360945212,4750777,4751555,4749682,4747986
2026072303,50.0,0.02,950,wrong_action_control,16205,20000,0.81025,0.8047564424254322,0.815624399201755,0.07824046010856292,10.355895132463866,4750777,4751555,4749682,4747986
2026072303,50.0,0.02,950,action_conditioned_lof_bayes,2158,20000,0.1079,0.103675227844813,0.11227536683038422,0.07824046010856292,1.3790818695376132,4750777,4751555,4749682,4747986
2026072303,50.0,0.02,1000,time_varying_alf_sqrt_epsilon,2494,20000,0.1247,0.120193216199821,0.12935092606389112,0.07824046010856292,1.5938045331912918,5000326,5001515,4999545,4998614
2026072303,50.0,0.02,1000,invalid_alf_epsilon_squared,15593,20000,0.77965,0.7738522665834098,0.7853403276504107,0.07824046010856292,9.964793137951808,5000326,5001515,4999545,4998614
2026072303,50.0,0.02,1000,wrong_action_control,16250,20000,0.8125,0.8070308211186453,0.8178491563462892,0.07824046010856292,10.384652632060341,5000326,5001515,4999545,4998614
2026072303,50.0,0.02,1000,action_conditioned_lof_bayes,2150,20000,0.1075,0.10328231689399607,0.11186843141004606,0.07824046010856292,1.3739694251649066,5000326,5001515,4999545,4998614
2026072303,60.0,0.016666666666666666,900,time_varying_alf_sqrt_epsilon,2220,20000,0.111,0.10672090984279499,0.11542849420885441,0.06823907603703501,1.6266339822619755,4499527,4500193,4500659,4499621
2026072303,60.0,0.016666666666666666,900,invalid_alf_epsilon_squared,15300,20000,0.765,0.7590732384474621,0.7708249824428024,0.06823907603703501,11.210585553427128,4499527,4500193,4500659,4499621
2026072303,60.0,0.016666666666666666,900,wrong_action_control,16263,20000,0.81315,0.8076879185660456,0.818491809252016,0.06823907603703501,11.916192997084012,4499527,4500193,4500659,4499621
2026072303,60.0,0.016666666666666666,900,action_conditioned_lof_bayes,1962,20000,0.0981,0.09405448434262569,0.10229987423927121,0.06823907603703501,1.437592735674773,4499527,4500193,4500659,4499621
2026072303,60.0,0.016666666666666666,950,time_varying_alf_sqrt_epsilon,2152,20000,0.1076,0.10338054288777969,0.11197016700905123,0.06823907603703501,1.5768091575800771,4749336,4749758,4750886,4750020
2026072303,60.0,0.016666666666666666,950,invalid_alf_epsilon_squared,15394,20000,0.7697,0.7638135390317569,0.7754828767195805,0.06823907603703501,11.279461046369754,4749336,4749758,4750886,4750020
2026072303,60.0,0.016666666666666666,950,wrong_action_control,16226,20000,0.8113,0.8058177827142077,0.8166626556372616,0.06823907603703501,11.88908243071298,4749336,4749758,4750886,4750020
2026072303,60.0,0.016666666666666666,950,action_conditioned_lof_bayes,1869,20000,0.09345,0.0894938644595371,0.0975622800576816,0.06823907603703501,1.3694499607421766,4749336,4749758,4750886,4750020
2026072303,60.0,0.016666666666666666,1000,time_varying_alf_sqrt_epsilon,2174,20000,0.1087,0.10446110530283022,0.11308918211467726,0.06823907603703501,1.5929289538006914,4999354,4999548,5000359,5000739
2026072303,60.0,0.016666666666666666,1000,invalid_alf_epsilon_squared,15314,20000,0.7657,0.7597791765379454,0.7715187755018407,0.06823907603703501,11.22084360556752,4999354,4999548,5000359,5000739
